Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
60,59,2017-02-28,28-351,GSW,@,WAS,L (-4),1,34:14,9,20,.450,2,9,.222,5,6,.833,4,3,7,4,2,0,5,3,25,16.5,-5
61,60,2017-03-02,28-353,GSW,@,CHI,L (-7),1,35:28,10,27,.370,2,11,.182,1,1,1.000,1,5,6,5,5,0,4,4,23,13.2,-4
62,61,2017-03-05,28-356,GSW,@,NYK,W (+7),1,36:51,11,24,.458,5,13,.385,4,6,.667,2,6,8,6,2,0,2,2,31,24.4,+22
63,62,2017-03-06,28-357,GSW,@,ATL,W (+8),1,34:31,8,20,.400,6,15,.400,2,3,.667,1,3,4,9,0,0,2,4,24,17.1,+5
64,63,2017-03-08,28-359,GSW,,BOS,L (-13),1,35:08,8,16,.500,2,9,.222,5,5,1.000,3,2,5,6,0,1,4,4,23,17.0,-3
65,64,2017-03-10,28-361,GSW,@,MIN,L (-1),1,35:18,10,27,.370,1,8,.125,5,5,1.000,3,3,6,7,1,0,6,4,26,12.4,-5
66,,2017-03-11,28-362,GSW,@,SAS,L (-22),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
67,65,2017-03-14,29-000,GSW,,PHI,W (+2),1,37:25,8,23,.348,5,13,.385,8,8,1.000,2,4,6,5,3,0,5,3,29,19.0,+3
68,66,2017-03-16,29-002,GSW,,ORL,W (+30),1,28:07,8,15,.533,2,7,.286,7,7,1.000,0,1,1,9,3,0,2,1,25,24.9,+24
69,67,2017-03-18,29-004,GSW,,MIL,W (+25),1,30:17,9,13,.692,6,8,.750,4,4,1.000,0,4,4,4,1,1,3,3,28,24.0,+18
70,68,2017-03-20,29-006,GSW,@,OKC,W (+16),1,29:53,8,17,.471,7,12,.583,0,0,,0,4,4,6,0,0,5,3,23,13.5,+16
71,69,2017-03-21,29-007,GSW,@,DAL,W (+25),1,29:45,7,14,.500,3,9,.333,0,0,,1,4,5,9,2,0,0,1,17,19.8,+14
72,70,2017-03-24,29-010,GSW,,SAC,W (+14),1,33:14,9,18,.500,5,11,.455,4,4,1.000,1,6,7,12,6,0,3,0,27,31.9,+28
73,71,2017-03-26,29-012,GSW,,MEM,W (+12),1,36:19,8,18,.444,5,12,.417,0,0,,0,1,1,11,4,0,5,1,21,18.2,+8
74,72,2017-03-28,29-014,GSW,@,HOU,W (+7),1,33:25,11,22,.500,3,11,.273,7,10,.700,2,8,10,7,2,0,6,5,32,22.5,+9
75,73,2017-03-29,29-015,GSW,@,SAS,W (+12),1,35:08,9,20,.450,4,8,.500,7,7,1.000,1,3,4,11,1,0,2,5,29,24.9,+6
76,74,2017-03-31,29-017,GSW,,HOU,W (+9),1,34:46,8,18,.444,4,9,.444,4,5,.800,3,4,7,5,2,0,2,4,24,19.4,+14
77,75,2017-04-02,29-019,GSW,,WAS,W (+24),1,35:33,15,22,.682,9,14,.643,3,3,1.000,0,1,1,8,1,0,1,3,42,37.3,+26
78,76,2017-04-04,29-021,GSW,,MIN,W (+14),1,29:53,7,18,.389,3,8,.375,2,4,.500,0,3,3,9,3,2,3,2,19,16.2,+13
79,77,2017-04-05,29-022,GSW,@,PHO,W (+9),1,35:11,15,25,.600,8,12,.667,4,7,.571,0,4,4,11,2,2,3,0,42,38.6,+25
80,,2017-04-08,29-025,GSW,,NOP,W (+22),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
81,78,2017-04-10,29-027,GSW,,UTA,L (-6),1,29:57,9,16,.563,6,8,.750,4,5,.800,1,3,4,4,1,0,1,1,28,24.0,+9
82,79,2017-04-12,29-029,GSW,,LAL,W (+15),1,28:27,6,17,.353,5,14,.357,3,4,.750,0,5,5,8,2,0,6,1,20,12.8,+27
83,1,2017-04-16,29-033,GSW,,POR,W (+12),1,35:45,9,19,.474,3,8,.375,8,8,1.000,1,4,5,4,1,1,5,5,29,18.7,+5
84,2,2017-04-19,29-036,GSW,,POR,W (+29),1,30:49,6,18,.333,4,12,.333,3,5,.600,0,5,5,6,4,1,4,1,19,14.0,+32
85,3,2017-04-22,29-039,GSW,@,POR,W (+6),1,38:42,10,25,.400,5,14,.357,9,10,.900,1,3,4,8,2,1,1,1,34,28.6,+13
86,4,2017-04-24,29-041,GSW,@,POR,W (+25),1,29:43,12,20,.600,7,11,.636,6,7,.857,2,5,7,8,1,0,4,0,37,32.9,+29
87,5,2017-05-02,29-049,GSW,,UTA,W (+12),1,29:59,7,11,.636,1,4,.250,7,7,1.000,1,6,7,5,1,0,4,1,22,19.7,+5
88,6,2017-05-04,29-051,GSW,,UTA,W (+11),1,38:10,8,15,.533,5,8,.625,2,2,1.000,1,3,4,6,2,0,3,3,23,19.3,+14
89,7,2017-05-06,29-053,GSW,@,UTA,W (+11),1,36:30,6,20,.300,3,11,.273,8,9,.889,0,5,5,4,0,0,0,2,23,14.5,+17
90,8,2017-05-08,29-055,GSW,@,UTA,W (+26),1,35:21,9,15,.600,4,10,.400,8,8,1.000,1,4,5,7,0,1,2,2,30,27.8,+33
91,9,2017-05-14,29-061,GSW,,SAS,W (+2),1,39:11,14,26,.538,7,16,.438,5,7,.714,2,5,7,3,3,0,3,0,40,31.6,+8
92,10,2017-05-16,29-063,GSW,,SAS,W (+36),1,30:33,8,13,.615,6,9,.667,7,7,1.000,1,6,7,7,3,0,2,3,29,30.3,+24
93,11,2017-05-20,29-067,GSW,@,SAS,W (+12),1,33:30,8,15,.533,3,7,.429,2,2,1.000,1,4,5,3,6,0,5,3,21,17.5,+20
94,12,2017-05-22,29-069,GSW,@,SAS,W (+14),1,33:54,14,24,.583,5,13,.385,3,3,1.000,0,5,5,6,0,0,6,2,36,23.7,+15
95,13,2017-06-01,29-079,GSW,,CLE,W (+22),1,34:29,11,22,.500,6,11,.545,0,0,,1,5,6,10,3,0,2,3,28,26.0,+20
96,14,2017-06-04,29-082,GSW,,CLE,W (+19),1,36:15,7,17,.412,4,11,.364,14,14,1.000,2,8,10,11,1,0,8,3,32,26.2,+21
97,15,2017-06-07,29-085,GSW,@,CLE,W (+5),1,39:22,8,19,.421,5,9,.556,5,5,1.000,5,8,13,6,2,0,1,3,26,25.8,+11
98,16,2017-06-09,29-087,GSW,@,CLE,L (-21),1,37:45,4,13,.308,2,9,.222,4,5,.800,1,4,5,10,2,0,4,2,14,12.2,-25
99,17,2017-06-12,29-090,GSW,,CLE,W (+9),1,40:48,10,20,.500,2,9,.222,12,15,.800,2,4,6,10,3,0,4,3,34,30.2,+3
1,1,2017-10-17,29-217,GSW,,HOU,L (-1),1,29:33,8,18,.444,3,9,.333,3,3,1.000,0,5,5,4,1,0,2,4,22,14.3,+9
2,2,2017-10-20,29-220,GSW,@,NOP,W (+8),1,35:07,7,16,.438,4,11,.364,10,10,1.000,0,3,3,8,0,0,1,1,28,24.7,+7
3,3,2017-10-21,29-221,GSW,@,MEM,L (-10),1,30:05,9,17,.529,6,11,.545,13,13,1.000,0,6,6,3,0,0,2,5,37,28.6,-6
4,4,2017-10-23,29-223,GSW,@,DAL,W (+30),1,31:09,7,15,.467,2,10,.200,13,13,1.000,2,0,2,8,4,0,6,1,29,25.9,+22
5,5,2017-10-25,29-225,GSW,,TOR,W (+5),1,37:31,9,20,.450,4,11,.364,8,8,1.000,0,4,4,5,3,1,2,2,30,25.2,+14
6,6,2017-10-27,29-227,GSW,,WAS,W (+3),1,36:12,7,19,.368,3,13,.231,3,3,1.000,0,5,5,8,2,0,2,2,20,15.8,-8
7,7,2017-10-29,29-229,GSW,,DET,L (-8),1,35:26,11,17,.647,3,7,.429,2,3,.667,1,5,6,8,1,0,5,3,27,21.7,+12
8,8,2017-10-30,29-230,GSW,@,LAC,W (+28),1,29:54,9,14,.643,7,11,.636,6,8,.750,2,3,5,6,2,1,1,3,31,31.0,+23
9,9,2017-11-02,29-233,GSW,@,SAS,W (+20),1,31:51,7,13,.538,3,4,.750,4,4,1.000,1,7,8,5,3,0,2,2,21,21.2,+16
10,10,2017-11-04,29-235,GSW,@,DEN,W (+19),1,29:38,7,14,.500,5,10,.500,3,4,.750,0,0,0,11,2,0,3,0,22,21.3,+44
11,11,2017-11-06,29-237,GSW,,MIA,W (+17),1,33:53,5,19,.263,2,9,.222,4,5,.800,0,5,5,4,2,0,1,3,16,8.4,+25
12,12,2017-11-08,29-239,GSW,,MIN,W (+24),1,29:48,7,16,.438,2,7,.286,6,6,1.000,0,8,8,8,2,1,5,2,22,18.5,+16
13,13,2017-11-11,29-242,GSW,,PHI,W (+21),1,29:54,5,12,.417,3,8,.375,9,9,1.000,0,4,4,9,1,0,2,0,22,22.1,+29
14,,2017-11-13,29-244,GSW,,ORL,W (+10),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
15,14,2017-11-16,29-247,GSW,@,BOS,L (-4),1,31:04,3,14,.214,2,9,.222,1,2,.500,2,4,6,5,4,0,4,5,9,4.1,-14
16,15,2017-11-18,29-249,GSW,@,PHI,W (+8),1,34:39,11,22,.500,4,9,.444,9,9,1.000,0,5,5,5,0,1,2,1,35,27.3,+3
17,16,2017-11-19,29-250,GSW,@,BRK,W (+7),1,32:39,14,24,.583,4,10,.400,7,8,.875,3,8,11,7,3,0,7,6,39,30.4,+4
18,17,2017-11-22,29-253,GSW,@,OKC,L (-17),1,30:49,9,18,.500,3,8,.375,3,3,1.000,1,4,5,6,1,0,6,1,24,15.7,-17
19,18,2017-11-24,29-255,GSW,,CHI,W (+49),1,26:51,10,18,.556,4,11,.364,9,9,1.000,0,7,7,4,2,0,2,2,33,28.5,+39
20,19,2017-11-25,29-256,GSW,,NOP,W (+15),1,36:28,9,25,.360,3,13,.231,6,6,1.000,0,4,4,6,1,0,1,2,27,17.7,+5
21,,2017-11-27,29-258,GSW,,SAC,L (-4),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
22,20,2017-11-29,29-260,GSW,@,LAL,W (+4),1,39:24,9,20,.450,3,9,.333,7,8,.875,0,5,5,7,0,0,5,4,28,17.0,+4
23,21,2017-12-01,29-262,GSW,@,ORL,W (+21),1,33:03,9,20,.450,3,8,.375,2,2,1.000,1,5,6,10,3,0,4,2,23,20.0,+19
24,22,2017-12-03,29-264,GSW,@,MIA,W (+28),1,30:19,11,16,.688,5,9,.556,3,4,.750,0,2,2,3,2,0,0,1,30,27.1,+20
25,23,2017-12-04,29-265,GSW,@,NOP,W (+10),1,34:27,9,19,.474,5,11,.455,8,9,.889,2,3,5,11,1,0,2,5,31,27.9,-1
26,,2017-12-06,29-267,GSW,@,CHO,W (+14),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
27,,2017-12-08,29-269,GSW,@,DET,W (+4),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
28,,2017-12-11,29-272,GSW,,POR,W (+7),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
29,,2017-12-14,29-275,GSW,,DAL,W (+15),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
30,,2017-12-18,29-279,GSW,@,LAL,W (+2),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
31,,2017-12-20,29-281,GSW,,MEM,W (+13),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
32,,2017-12-22,29-283,GSW,,LAL,W (+7),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
33,,2017-12-23,29-284,GSW,,DEN,L (-15),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
34,,2017-12-25,29-286,GSW,,CLE,W (+7),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
35,,2017-12-27,29-288,GSW,,UTA,W (+25),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
36,,2017-12-29,29-290,GSW,,CHO,L (-11),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
37,24,2017-12-30,29-291,GSW,,MEM,W (+13),1,25:36,13,17,.765,10,13,.769,2,2,1.000,0,4,4,3,0,0,0,2,38,33.8,+24
38,25,2018-01-03,29-295,GSW,@,DAL,W (+3),1,34:29,11,19,.579,6,13,.462,4,5,.800,0,5,5,8,1,0,3,1,32,27.4,+7
39,26,2018-01-04,29-296,GSW,@,HOU,W (+10),1,36:51,10,20,.500,4,10,.400,5,6,.833,0,9,9,5,1,0,3,3,29,21.6,+3
40,27,2018-01-06,29-298,GSW,@,LAC,W (+16),1,29:51,11,21,.524,8,16,.500,15,16,.938,2,4,6,3,3,0,2,2,45,39.2,+28
41,28,2018-01-08,29-300,GSW,,DEN,W (+10),1,34:50,9,17,.529,5,10,.500,9,10,.900,1,3,4,9,2,0,6,3,32,26.0,+3
42,,2018-01-10,29-302,GSW,,LAC,L (-19),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
43,,2018-01-12,29-304,GSW,@,MIL,W (+14),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
44,29,2018-01-13,29-305,GSW,@,TOR,W (+2),1,34:28,6,12,.500,2,7,.286,10,12,.833,0,6,6,9,1,0,1,3,24,24.1,-5
45,30,2018-01-15,29-307,GSW,@,CLE,W (+10),1,33:24,8,15,.533,4,8,.500,3,4,.750,1,3,4,8,2,0,3,3,23,20.3,+13
46,31,2018-01-17,29-309,GSW,@,CHI,W (+7),1,34:55,10,18,.556,6,11,.545,4,4,1.000,0,9,9,4,1,0,6,2,30,21.1,+21
47,32,2018-01-20,29-312,GSW,@,HOU,L (-8),1,36:11,6,20,.300,5,15,.333,2,4,.500,0,1,1,8,2,0,6,2,19,7.7,-11
48,33,2018-01-23,29-315,GSW,,NYK,W (+11),1,33:16,9,19,.474,8,15,.533,6,6,1.000,0,6,6,7,0,0,1,2,32,27.2,+4
49,34,2018-01-25,29-317,GSW,,MIN,W (+13),1,37:26,9,14,.643,5,9,.556,2,3,.667,2,3,5,9,3,0,2,2,25,27.2,+20
50,35,2018-01-27,29-319,GSW,,BOS,W (+4),1,36:48,16,24,.667,8,13,.615,9,10,.900,0,4,4,5,2,0,1,2,49,43.1,+6
51,36,2018-01-30,29-322,GSW,@,UTA,L (-30),1,29:38,4,13,.308,1,7,.143,5,5,1.000,1,1,2,5,0,0,3,1,14,7.6,-17
52,37,2018-02-02,29-325,GSW,@,SAC,W (+15),1,35:35,7,17,.412,3,10,.300,6,6,1.000,1,4,5,6,2,0,6,3,23,14.8,+14
53,38,2018-02-03,29-326,GSW,@,DEN,L (-7),1,35:37,8,16,.500,5,12,.417,3,4,.750,1,5,6,4,2,0,5,2,24,16.8,+4
54,39,2018-02-06,29-329,GSW,,OKC,L (-20),1,31:49,6,14,.429,2,9,.222,7,7,1.000,1,4,5,5,1,1,3,3,21,16.5,-13
55,40,2018-02-08,29-331,GSW,,DAL,W (+18),1,29:41,7,12,.583,4,9,.444,2,2,1.000,2,5,7,8,0,0,4,1,20,18.5,+3
56,41,2018-02-10,29-333,GSW,,SAS,W (+17),1,28:52,7,13,.538,3,7,.429,0,0,,1,3,4,8,2,0,2,0,17,17.9,+6
57,42,2018-02-12,29-335,GSW,,PHO,W (+46),1,29:53,8,17,.471,3,9,.333,3,3,1.000,2,7,9,7,0,1,3,3,22,18.2,+21
58,43,2018-02-14,29-337,GSW,@,POR,L (-6),1,34:26,6,17,.353,3,10,.300,2,2,1.000,2,2,4,6,3,0,7,4,17,8.1,-7
59,44,2018-02-22,29-345,GSW,,LAC,W (+7),1,37:08,14,19,.737,8,11,.727,8,8,1.000,1,5,6,10,2,0,4,4,44,41.9,+8
60,45,2018-02-24,29-347,GSW,,OKC,W (+32),1,29:49,8,19,.421,5,12,.417,0,0,,1,8,9,6,3,0,2,2,21,18.4,+24
61,46,2018-02-26,29-349,GSW,@,NYK,W (+14),1,30:17,8,16,.500,4,9,.444,1,1,1.000,0,5,5,5,0,0,3,1,21,14.6,+25
62,47,2018-02-28,29-351,GSW,@,WAS,W (+8),1,35:07,5,15,.333,4,9,.444,11,12,.917,0,5,5,3,2,0,6,3,25,14.5,+20
63,48,2018-03-02,29-353,GSW,@,ATL,W (+5),1,23:29,8,15,.533,4,9,.444,8,8,1.000,0,1,1,3,2,0,0,0,28,25.1,+2
64,49,2018-03-06,29-357,GSW,,BRK,W (+13),1,33:56,12,20,.600,6,12,.500,4,5,.800,1,5,6,4,3,1,3,2,34,29.3,+11
65,50,2018-03-08,29-359,GSW,,SAS,W (+3),1,2:23,0,1,.000,0,0,,2,2,1.000,0,0,0,0,0,0,0,0,2,1.3,-1
66,,2018-03-09,29-360,GSW,@,POR,L (-17),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
67,,2018-03-11,29-362,GSW,@,MIN,L (-6),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
68,,2018-03-14,30-000,GSW,,LAL,W (+11),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
69,,2018-03-16,30-002,GSW,,SAC,L (-5),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
70,,2018-03-17,30-003,GSW,@,PHO,W (+15),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
71,,2018-03-19,30-005,GSW,@,SAS,L (-14),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
72,51,2018-03-23,30-009,GSW,,ATL,W (+12),1,25:22,10,18,.556,3,8,.375,6,6,1.000,1,6,7,1,0,1,1,1,29,22.9,+9
73,,2018-03-25,30-011,GSW,,UTA,L (-19),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
74,,2018-03-27,30-013,GSW,,IND,L (-11),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
75,,2018-03-29,30-015,GSW,,MIL,L (-9),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
76,,2018-03-31,30-017,GSW,@,SAC,W (+16),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
77,,2018-04-01,30-018,GSW,,PHO,W (+10),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
78,,2018-04-03,30-020,GSW,@,OKC,W (+4),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
79,,2018-04-05,30-022,GSW,@,IND,L (-20),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
80,,2018-04-07,30-024,GSW,,NOP,L (-6),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
81,,2018-04-08,30-025,GSW,@,PHO,W (+17),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
82,,2018-04-10,30-027,GSW,@,UTA,L (-40),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
83,,2018-04-14,30-031,GSW,,SAS,W (+21),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
84,,2018-04-16,30-033,GSW,,SAS,W (+15),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
85,,2018-04-19,30-036,GSW,@,SAS,W (+13),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
86,,2018-04-22,30-039,GSW,@,SAS,L (-13),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
87,,2018-04-24,30-041,GSW,,SAS,W (+8),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
88,,2018-04-28,30-045,GSW,,NOP,W (+22),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
89,52,2018-05-01,30-048,GSW,,NOP,W (+5),0,27:14,8,15,.533,5,10,.500,7,7,1.000,0,7,7,2,3,0,6,2,28,20.4,+26
90,53,2018-05-04,30-051,GSW,@,NOP,L (-19),1,28:33,6,19,.316,3,9,.333,4,4,1.000,2,4,6,2,4,2,3,1,19,14.1,-12
92,54,2018-05-06,30-053,GSW,@,NOP,W (+26),1,31:53,8,17,.471,4,9,.444,3,3,1.000,0,1,1,2,0,0,2,1,23,13.6,+21
93,55,2018-05-08,30-055,GSW,,NOP,W (+9),1,37:02,10,16,.625,3,6,.500,5,5,1.000,0,7,7,8,1,0,4,2,28,24.7,+9
94,56,2018-05-14,30-061,GSW,@,HOU,W (+13),1,35:10,8,15,.533,1,5,.200,1,2,.500,1,5,6,8,2,1,1,5,18,17.8,+5
95,57,2018-05-16,30-063,GSW,@,HOU,L (-22),1,34:06,7,19,.368,1,8,.125,1,1,1.000,0,7,7,7,0,0,2,3,16,9.3,-20
96,58,2018-05-20,30-067,GSW,,HOU,W (+41),1,34:21,13,23,.565,5,12,.417,4,4,1.000,2,4,6,1,0,1,1,2,35,26.3,+24
97,59,2018-05-22,30-069,GSW,,HOU,L (-3),1,38:33,10,26,.385,6,13,.462,2,2,1.000,0,6,6,2,2,0,3,3,28,14.8,+10
98,60,2018-05-24,30-071,GSW,@,HOU,L (-4),1,41:23,8,17,.471,2,8,.250,4,5,.800,1,6,7,6,4,0,3,2,22,19.8,-9
99,61,2018-05-26,30-073,GSW,,HOU,W (+29),1,39:56,12,23,.522,5,14,.357,0,0,,0,5,5,6,0,3,2,2,29,22.7,+33
100,62,2018-05-28,30-075,GSW,@,HOU,W (+9),1,44:23,10,22,.455,7,15,.467,0,0,,0,9,9,10,4,1,5,4,27,23.4,+13
101,63,2018-05-31,30-078,GSW,,CLE,W (+10),1,46:26,11,23,.478,5,11,.455,2,2,1.000,0,6,6,9,1,0,2,1,29,24.0,+10
102,64,2018-06-03,30-081,GSW,,CLE,W (+19),1,37:53,11,26,.423,9,17,.529,2,2,1.000,1,6,7,8,1,0,5,3,33,22.1,+19
